tanggal,mode_transportasi,rute,jumlah_penumpang,tarif_rata_rata,total_pendapatan,status_operasional,hari,hari_dalam_minggu,bulan,jam,hari_indo,kategori_waktu
2026-01-02 17:45:00,MRT Jakarta,Bundaran HI - Lebak Bulus,187,4000,748000,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 16:05:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),22,3500,77000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 08:41:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,7000,2100000,Gangguan,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 11:12:00,LRT Jakarta,Velodrome - Pegangsaan Dua,82,5000,410000,Normal,Friday,4,January,11,Jumat,Off-Peak
2026-01-02 17:02:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,7000,2100000,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 06:14:00,MRT Jakarta,Lebak Bulus - Bundaran HI,93,7000,651000,Normal,Friday,4,January,6,Jumat,Off-Peak
2026-01-02 06:17:00,LRT Jakarta,Pegangsaan Dua - Velodrome,41,5000,205000,Normal,Friday,4,January,6,Jumat,Off-Peak
2026-01-02 22:49:00,TransJakarta,Koridor 1 (Blok M - Kota),57,3500,199500,Normal,Friday,4,January,22,Jumat,Off-Peak
2026-01-02 14:44:00,MRT Jakarta,Lebak Bulus - Bundaran HI,113,7000,791000,Normal,Friday,4,January,14,Jumat,Off-Peak
2026-01-02 17:40:00,TransJakarta,Koridor 13 (Ciledug - Tendean),74,3500,259000,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 19:56:00,TransJakarta,Koridor 13 (Ciledug - Tendean),46,3500,161000,Normal,Friday,4,January,19,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 09:29:00,MRT Jakarta,Lebak Bulus - Bundaran HI,229,4000,916000,Normal,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 14:39:00,LRT Jakarta,Pegangsaan Dua - Velodrome,61,5000,305000,Normal,Friday,4,January,14,Jumat,Off-Peak
2026-01-02 07:18:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 16:21:00,LRT Jakarta,Velodrome - Pegangsaan Dua,79,5000,395000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 08:16:00,MRT Jakarta,Lebak Bulus - Bundaran HI,275,3000,825000,Normal,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 21:46:00,MRT Jakarta,Lebak Bulus - Bundaran HI,257,10000,2570000,Normal,Friday,4,January,21,Jumat,Off-Peak
2026-01-02 07:32:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 08:28:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,4000,1200000,Normal,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 17:10:00,LRT Jakarta,Pegangsaan Dua - Velodrome,129,5000,645000,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 19:43:00,LRT Jakarta,Pegangsaan Dua - Velodrome,89,5000,445000,Normal,Friday,4,January,19,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 17:19:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 06:24:00,TransJakarta,Koridor 13 (Ciledug - Tendean),33,3500,115500,Normal,Friday,4,January,6,Jumat,Off-Peak
2026-01-02 07:24:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 16:43:00,LRT Jakarta,Pegangsaan Dua - Velodrome,46,5000,230000,Terlambat,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 16:24:00,LRT Jakarta,Velodrome - Pegangsaan Dua,55,5000,275000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 08:59:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 16:10:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),41,3500,143500,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 20:37:00,MRT Jakarta,Lebak Bulus - Bundaran HI,59,10000,590000,Normal,Friday,4,January,20,Jumat,Off-Peak
2026-01-02 06:21:00,MRT Jakarta,Bundaran HI - Lebak Bulus,124,7000,868000,Normal,Friday,4,January,6,Jumat,Off-Peak
2026-01-02 16:49:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),27,3500,94500,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 09:32:00,TransJakarta,Koridor 1 (Blok M - Kota),43,3500,150500,Terlambat,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 16:14:00,MRT Jakarta,Lebak Bulus - Bundaran HI,56,4000,224000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 16:05:00,LRT Jakarta,Pegangsaan Dua - Velodrome,93,5000,465000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 16:46:00,MRT Jakarta,Lebak Bulus - Bundaran HI,219,3000,657000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 16:02:00,MRT Jakarta,Lebak Bulus - Bundaran HI,70,10000,700000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 17:57:00,TransJakarta,Koridor 1 (Blok M - Kota),39,3500,136500,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 16:54:00,TransJakarta,Koridor 1 (Blok M - Kota),11,3500,38500,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 07:50:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 08:11:00,LRT Jakarta,Pegangsaan Dua - Velodrome,113,5000,565000,Normal,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 21:23:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),37,3500,129500,Normal,Friday,4,January,21,Jumat,Off-Peak
2026-01-02 16:35:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),37,3500,129500,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 18:11:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Friday,4,January,18,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 08:25:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 17:46:00,MRT Jakarta,Lebak Bulus - Bundaran HI,252,7000,1764000,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 15:24:00,LRT Jakarta,Velodrome - Pegangsaan Dua,101,5000,505000,Normal,Friday,4,January,15,Jumat,Off-Peak
2026-01-02 11:10:00,TransJakarta,Koridor 13 (Ciledug - Tendean),23,3500,80500,Normal,Friday,4,January,11,Jumat,Off-Peak
2026-01-02 09:29:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,14000,4200000,Normal,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 09:42:00,MRT Jakarta,Lebak Bulus - Bundaran HI,171,10000,1710000,Normal,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 17:43:00,TransJakarta,Koridor 13 (Ciledug - Tendean),65,3500,227500,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 08:36:00,TransJakarta,Koridor 13 (Ciledug - Tendean),71,3500,248500,Normal,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 06:41:00,TransJakarta,Koridor 13 (Ciledug - Tendean),47,3500,164500,Normal,Friday,4,January,6,Jumat,Off-Peak
2026-01-02 20:38:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),27,3500,94500,Normal,Friday,4,January,20,Jumat,Off-Peak
2026-01-02 16:19:00,MRT Jakarta,Bundaran HI - Lebak Bulus,85,4000,340000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 07:37:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 17:25:00,MRT Jakarta,Bundaran HI - Lebak Bulus,272,10000,2720000,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 18:00:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),67,3500,234500,Normal,Friday,4,January,18,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 14:27:00,TransJakarta,Koridor 1 (Blok M - Kota),10,3500,35000,Normal,Friday,4,January,14,Jumat,Off-Peak
2026-01-02 16:12:00,TransJakarta,Koridor 1 (Blok M - Kota),34,3500,119000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 16:03:00,MRT Jakarta,Bundaran HI - Lebak Bulus,158,10000,1580000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 07:53:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 10:20:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),49,3500,171500,Normal,Friday,4,January,10,Jumat,Off-Peak
2026-01-02 05:10:00,LRT Jakarta,Velodrome - Pegangsaan Dua,86,5000,430000,Normal,Friday,4,January,5,Jumat,Off-Peak
2026-01-02 11:02:00,MRT Jakarta,Lebak Bulus - Bundaran HI,55,7000,385000,Normal,Friday,4,January,11,Jumat,Off-Peak
2026-01-02 16:43:00,LRT Jakarta,Velodrome - Pegangsaan Dua,83,5000,415000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 05:46:00,LRT Jakarta,Pegangsaan Dua - Velodrome,40,5000,200000,Normal,Friday,4,January,5,Jumat,Off-Peak
2026-01-02 09:33:00,TransJakarta,Koridor 1 (Blok M - Kota),70,3500,245000,Normal,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 08:46:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),52,3500,182000,Normal,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 20:25:00,MRT Jakarta,Bundaran HI - Lebak Bulus,87,4000,348000,Normal,Friday,4,January,20,Jumat,Off-Peak
2026-01-02 13:06:00,MRT Jakarta,Bundaran HI - Lebak Bulus,79,14000,1106000,Normal,Friday,4,January,13,Jumat,Off-Peak
2026-01-02 17:43:00,MRT Jakarta,Bundaran HI - Lebak Bulus,259,10000,2590000,Terlambat,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 17:21:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 18:23:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Friday,4,January,18,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 16:35:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),22,3500,77000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 15:46:00,TransJakarta,Koridor 13 (Ciledug - Tendean),27,3500,94500,Normal,Friday,4,January,15,Jumat,Off-Peak
2026-01-02 13:21:00,TransJakarta,Koridor 13 (Ciledug - Tendean),27,3500,94500,Normal,Friday,4,January,13,Jumat,Off-Peak
2026-01-02 09:56:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,14000,4200000,Normal,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 10:53:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),40,3500,140000,Normal,Friday,4,January,10,Jumat,Off-Peak
2026-01-02 18:44:00,MRT Jakarta,Lebak Bulus - Bundaran HI,185,3000,555000,Normal,Friday,4,January,18,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 09:58:00,LRT Jakarta,Pegangsaan Dua - Velodrome,83,5000,415000,Normal,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 15:07:00,TransJakarta,Koridor 13 (Ciledug - Tendean),68,3500,238000,Normal,Friday,4,January,15,Jumat,Off-Peak
2026-01-02 09:02:00,MRT Jakarta,Lebak Bulus - Bundaran HI,225,7000,1575000,Gangguan,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 09:21:00,LRT Jakarta,Velodrome - Pegangsaan Dua,113,5000,565000,Terlambat,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 16:56:00,TransJakarta,Koridor 1 (Blok M - Kota),11,3500,38500,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 18:44:00,TransJakarta,Koridor 13 (Ciledug - Tendean),23,3500,80500,Terlambat,Friday,4,January,18,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 16:55:00,MRT Jakarta,Bundaran HI - Lebak Bulus,123,10000,1230000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 07:15:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 07:22:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),49,3500,171500,Terlambat,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 08:51:00,TransJakarta,Koridor 1 (Blok M - Kota),60,3500,210000,Terlambat,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 07:21:00,MRT Jakarta,Bundaran HI - Lebak Bulus,277,7000,1939000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 16:15:00,MRT Jakarta,Lebak Bulus - Bundaran HI,88,14000,1232000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 07:34:00,LRT Jakarta,Velodrome - Pegangsaan Dua,128,5000,640000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 17:35:00,TransJakarta,Koridor 1 (Blok M - Kota),79,3500,276500,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 08:02:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,4000,1200000,Normal,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 20:59:00,TransJakarta,Koridor 13 (Ciledug - Tendean),50,3500,175000,Normal,Friday,4,January,20,Jumat,Off-Peak
2026-01-02 12:17:00,TransJakarta,Koridor 13 (Ciledug - Tendean),26,3500,91000,Normal,Friday,4,January,12,Jumat,Off-Peak
2026-01-02 14:33:00,LRT Jakarta,Pegangsaan Dua - Velodrome,52,5000,260000,Normal,Friday,4,January,14,Jumat,Off-Peak
2026-01-02 07:55:00,LRT Jakarta,Velodrome - Pegangsaan Dua,73,5000,365000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 07:15:00,MRT Jakarta,Lebak Bulus - Bundaran HI,265,10000,2650000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 15:51:00,TransJakarta,Koridor 1 (Blok M - Kota),30,3500,105000,Normal,Friday,4,January,15,Jumat,Off-Peak
2026-01-02 11:34:00,TransJakarta,Koridor 13 (Ciledug - Tendean),31,3500,108500,Normal,Friday,4,January,11,Jumat,Off-Peak
2026-01-02 16:21:00,MRT Jakarta,Bundaran HI - Lebak Bulus,128,7000,896000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 16:55:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),27,3500,94500,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 08:20:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),34,3500,119000,Normal,Friday,4,January,8,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 07:03:00,TransJakarta,Koridor 13 (Ciledug - Tendean),61,3500,213500,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 17:28:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,14000,4200000,Terlambat,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 19:01:00,TransJakarta,Koridor 1 (Blok M - Kota),65,3500,227500,Normal,Friday,4,January,19,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 06:59:00,MRT Jakarta,Lebak Bulus - Bundaran HI,141,7000,987000,Normal,Friday,4,January,6,Jumat,Off-Peak
2026-01-02 17:22:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 16:12:00,TransJakarta,Koridor 13 (Ciledug - Tendean),25,3500,87500,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 06:19:00,LRT Jakarta,Velodrome - Pegangsaan Dua,97,5000,485000,Normal,Friday,4,January,6,Jumat,Off-Peak
2026-01-02 09:14:00,MRT Jakarta,Lebak Bulus - Bundaran HI,253,7000,1771000,Normal,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 07:09:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,3000,900000,Terlambat,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 16:24:00,LRT Jakarta,Velodrome - Pegangsaan Dua,56,5000,280000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-02 12:49:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),19,3500,66500,Normal,Friday,4,January,12,Jumat,Off-Peak
2026-01-02 07:12:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 09:39:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Friday,4,January,9,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 11:24:00,LRT Jakarta,Velodrome - Pegangsaan Dua,47,5000,235000,Normal,Friday,4,January,11,Jumat,Off-Peak
2026-01-02 05:20:00,LRT Jakarta,Velodrome - Pegangsaan Dua,46,5000,230000,Normal,Friday,4,January,5,Jumat,Off-Peak
2026-01-02 17:40:00,LRT Jakarta,Pegangsaan Dua - Velodrome,80,5000,400000,Terlambat,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 14:22:00,MRT Jakarta,Lebak Bulus - Bundaran HI,157,4000,628000,Normal,Friday,4,January,14,Jumat,Off-Peak
2026-01-02 18:28:00,LRT Jakarta,Pegangsaan Dua - Velodrome,150,5000,750000,Normal,Friday,4,January,18,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 12:22:00,MRT Jakarta,Bundaran HI - Lebak Bulus,114,10000,1140000,Normal,Friday,4,January,12,Jumat,Off-Peak
2026-01-02 12:53:00,TransJakarta,Koridor 1 (Blok M - Kota),40,3500,140000,Normal,Friday,4,January,12,Jumat,Off-Peak
2026-01-02 07:57:00,TransJakarta,Koridor 13 (Ciledug - Tendean),65,3500,227500,Normal,Friday,4,January,7,Jumat,Peak Pagi (07:00 - 09:00)
2026-01-02 22:39:00,TransJakarta,Koridor 13 (Ciledug - Tendean),26,3500,91000,Normal,Friday,4,January,22,Jumat,Off-Peak
2026-01-02 15:26:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),45,3500,157500,Normal,Friday,4,January,15,Jumat,Off-Peak
2026-01-02 17:57:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),43,3500,150500,Terlambat,Friday,4,January,17,Jumat,Peak Sore (17:00 - 19:00)
2026-01-02 16:30:00,TransJakarta,Koridor 13 (Ciledug - Tendean),32,3500,112000,Normal,Friday,4,January,16,Jumat,Off-Peak
2026-01-03 09:03:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),80,3500,280000,Normal,Saturday,5,January,9,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 16:20:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),26,3500,91000,Normal,Saturday,5,January,16,Sabtu,Off-Peak
2026-01-03 07:54:00,TransJakarta,Koridor 1 (Blok M - Kota),80,3500,280000,Normal,Saturday,5,January,7,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 16:55:00,MRT Jakarta,Bundaran HI - Lebak Bulus,129,10000,1290000,Normal,Saturday,5,January,16,Sabtu,Off-Peak
2026-01-03 17:48:00,LRT Jakarta,Velodrome - Pegangsaan Dua,150,5000,750000,Normal,Saturday,5,January,17,Sabtu,Peak Sore (17:00 - 19:00)
2026-01-03 08:35:00,MRT Jakarta,Lebak Bulus - Bundaran HI,197,7000,1379000,Normal,Saturday,5,January,8,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 11:17:00,LRT Jakarta,Pegangsaan Dua - Velodrome,66,5000,330000,Normal,Saturday,5,January,11,Sabtu,Off-Peak
2026-01-03 15:19:00,TransJakarta,Koridor 1 (Blok M - Kota),49,3500,171500,Normal,Saturday,5,January,15,Sabtu,Off-Peak
2026-01-03 17:10:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,4000,1200000,Normal,Saturday,5,January,17,Sabtu,Peak Sore (17:00 - 19:00)
2026-01-03 14:05:00,MRT Jakarta,Lebak Bulus - Bundaran HI,120,4000,480000,Terlambat,Saturday,5,January,14,Sabtu,Off-Peak
2026-01-03 10:50:00,MRT Jakarta,Bundaran HI - Lebak Bulus,56,7000,392000,Terlambat,Saturday,5,January,10,Sabtu,Off-Peak
2026-01-03 07:38:00,MRT Jakarta,Lebak Bulus - Bundaran HI,20,14000,280000,Normal,Saturday,5,January,7,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 07:59:00,MRT Jakarta,Bundaran HI - Lebak Bulus,286,7000,2002000,Normal,Saturday,5,January,7,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 06:06:00,MRT Jakarta,Lebak Bulus - Bundaran HI,88,14000,1232000,Normal,Saturday,5,January,6,Sabtu,Off-Peak
2026-01-03 11:12:00,MRT Jakarta,Bundaran HI - Lebak Bulus,101,3000,303000,Normal,Saturday,5,January,11,Sabtu,Off-Peak
2026-01-03 09:49:00,LRT Jakarta,Pegangsaan Dua - Velodrome,122,5000,610000,Normal,Saturday,5,January,9,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 06:55:00,LRT Jakarta,Pegangsaan Dua - Velodrome,84,5000,420000,Normal,Saturday,5,January,6,Sabtu,Off-Peak
2026-01-03 12:20:00,MRT Jakarta,Bundaran HI - Lebak Bulus,83,10000,830000,Normal,Saturday,5,January,12,Sabtu,Off-Peak
2026-01-03 08:20:00,TransJakarta,Koridor 13 (Ciledug - Tendean),54,3500,189000,Normal,Saturday,5,January,8,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 07:21:00,LRT Jakarta,Velodrome - Pegangsaan Dua,123,5000,615000,Normal,Saturday,5,January,7,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 17:57:00,TransJakarta,Koridor 1 (Blok M - Kota),79,3500,276500,Normal,Saturday,5,January,17,Sabtu,Peak Sore (17:00 - 19:00)
2026-01-03 17:09:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,14000,4200000,Normal,Saturday,5,January,17,Sabtu,Peak Sore (17:00 - 19:00)
2026-01-03 11:47:00,MRT Jakarta,Lebak Bulus - Bundaran HI,81,10000,810000,Normal,Saturday,5,January,11,Sabtu,Off-Peak
2026-01-03 20:50:00,LRT Jakarta,Velodrome - Pegangsaan Dua,95,5000,475000,Normal,Saturday,5,January,20,Sabtu,Off-Peak
2026-01-03 07:03:00,LRT Jakarta,Pegangsaan Dua - Velodrome,77,5000,385000,Normal,Saturday,5,January,7,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 17:26:00,MRT Jakarta,Lebak Bulus - Bundaran HI,300,7000,2100000,Normal,Saturday,5,January,17,Sabtu,Peak Sore (17:00 - 19:00)
2026-01-03 14:55:00,TransJakarta,Koridor 13 (Ciledug - Tendean),31,3500,108500,Normal,Saturday,5,January,14,Sabtu,Off-Peak
2026-01-03 15:24:00,MRT Jakarta,Bundaran HI - Lebak Bulus,139,3000,417000,Normal,Saturday,5,January,15,Sabtu,Off-Peak
2026-01-03 08:07:00,LRT Jakarta,Velodrome - Pegangsaan Dua,138,5000,690000,Normal,Saturday,5,January,8,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 10:47:00,LRT Jakarta,Pegangsaan Dua - Velodrome,111,5000,555000,Normal,Saturday,5,January,10,Sabtu,Off-Peak
2026-01-03 07:15:00,MRT Jakarta,Lebak Bulus - Bundaran HI,281,14000,3934000,Normal,Saturday,5,January,7,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 08:36:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Saturday,5,January,8,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 15:53:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),44,3500,154000,Normal,Saturday,5,January,15,Sabtu,Off-Peak
2026-01-03 12:52:00,TransJakarta,Koridor 13 (Ciledug - Tendean),28,3500,98000,Normal,Saturday,5,January,12,Sabtu,Off-Peak
2026-01-03 10:54:00,MRT Jakarta,Lebak Bulus - Bundaran HI,66,3000,198000,Normal,Saturday,5,January,10,Sabtu,Off-Peak
2026-01-03 09:34:00,MRT Jakarta,Lebak Bulus - Bundaran HI,258,14000,3612000,Normal,Saturday,5,January,9,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 16:43:00,MRT Jakarta,Lebak Bulus - Bundaran HI,175,7000,1225000,Normal,Saturday,5,January,16,Sabtu,Off-Peak
2026-01-03 17:29:00,MRT Jakarta,Bundaran HI - Lebak Bulus,292,10000,2920000,Normal,Saturday,5,January,17,Sabtu,Peak Sore (17:00 - 19:00)
2026-01-03 08:51:00,MRT Jakarta,Bundaran HI - Lebak Bulus,231,10000,2310000,Normal,Saturday,5,January,8,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 17:10:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,4000,1200000,Normal,Saturday,5,January,17,Sabtu,Peak Sore (17:00 - 19:00)
2026-01-03 09:39:00,TransJakarta,Koridor 9 (Pinang Ranti - Pluit),39,3500,136500,Normal,Saturday,5,January,9,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 08:02:00,TransJakarta,Koridor 13 (Ciledug - Tendean),80,3500,280000,Normal,Saturday,5,January,8,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 08:34:00,MRT Jakarta,Bundaran HI - Lebak Bulus,300,14000,4200000,Normal,Saturday,5,January,8,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 07:14:00,TransJakarta,Koridor 13 (Ciledug - Tendean),53,3500,185500,Terlambat,Saturday,5,January,7,Sabtu,Peak Pagi (07:00 - 09:00)
2026-01-03 14:26:00,LRT Jakarta,Pegangsaan Dua - Velodrome,30,5000,150000,Normal,Saturday,5,January,14,Sabtu,Off-Peak
